,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
1270,20,1,2017,5,11,"['MJ Guptill', 'SE Marsh', 'WP Saha', 'EJG Morgan', 'R Tewatia', 'GJ Maxwell', 'AR Patel', 'Swapnil Singh', 'MM Sharma', 'I Sharma']","['JD Unadkat', 'SN Thakur', 'BA Stokes', 'A Zampa', 'DT Christian']",34.0,70,119,74,189
1271,20,2,2017,11,5,"['AM Rahane', 'RA Tripathi', 'SPD Smith']","['Sandeep Sharma', 'MM Sharma', 'I Sharma', 'R Tewatia', 'AR Patel', 'Swapnil Singh', 'GJ Maxwell']",44.0,11,99,171,130
1272,9,1,2017,13,3,"['CH Gayle', 'Vishnu Vinod', 'V Kohli', 'TM Head', 'KM Jadhav', 'Sachin Baby', 'SR Watson', 'P Negi']","['Z Khan', 'Mohammed Shami', 'PJ Cummins', 'A Mishra', 'CJ Anderson', 'S Nadeem']",38.0,24,144,194,137
1273,9,2,2017,3,13,"['SV Samson', 'SS Iyer', 'KK Nair', 'RR Pant', 'MN Samuels', 'CJ Anderson', 'PJ Cummins', 'Mohammed Shami', 'A Mishra', 'S Nadeem', 'Z Khan']","['Avesh Khan', 'YS Chahal', 'HV Patel', 'SR Watson', 'TM Head', 'P Negi']",47.0,125,129,25,218
1274,40,1,2017,11,8,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MK Tiwary', 'MS Dhoni']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'KV Sharma', 'KH Pandya', 'HH Pandya']",35.0,11,99,108,184
1275,40,2,2017,8,11,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'MJ McClenaghan', 'KV Sharma', 'JJ Bumrah', 'SL Malinga']","['JD Unadkat', 'Washington Sundar', 'LH Ferguson', 'SN Thakur', 'A Zampa', 'DT Christian']",44.0,61,92,74,213
1276,15,1,2017,14,7,"['DA Warner', 'S Dhawan', 'KS Williamson', 'V Shankar', 'Yuvraj Singh', 'NV Ojha', 'CJ Jordan', 'Bipul Sharma']","['UT Yadav', 'TA Boult', 'SP Narine', 'YK Pathan', 'NM Coulter-Nile', 'PP Chawla']",31.0,26,113,183,200
1277,15,2,2017,7,14,"['RV Uthappa', 'CA Lynn', 'YK Pathan', 'G Gambhir', 'IR Jaggi']","['B Kumar', 'CJ Jordan', 'Rashid Khan', 'S Kaul', 'Bipul Sharma']",52.0,106,19,27,48
1278,15,1,2017,7,8,"['CA Lynn', 'SP Narine', 'G Gambhir', 'RV Uthappa', 'IR Jaggi', 'C de Grandhomme', 'SA Yadav', 'PP Chawla', 'NM Coulter-Nile', 'UT Yadav', 'AS Rajpoot']","['MG Johnson', 'JJ Bumrah', 'SL Malinga', 'KV Sharma', 'KH Pandya', 'HH Pandya']",28.0,22,125,107,90
1279,15,2,2017,8,7,"['LMP Simmons', 'PA Patel', 'AT Rayudu', 'RG Sharma', 'KH Pandya', 'KA Pollard']","['UT Yadav', 'PP Chawla', 'NM Coulter-Nile', 'SP Narine', 'AS Rajpoot']",41.0,61,92,183,154
1280,29,1,2017,8,11,"['LMP Simmons', 'PA Patel', 'AT Rayudu', 'RG Sharma', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'KV Sharma', 'MG Johnson']","['JD Unadkat', 'Washington Sundar', 'SN Thakur', 'LH Ferguson', 'A Zampa', 'DT Christian']",33.0,61,92,74,213
1281,29,2,2017,11,8,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MS Dhoni', 'MK Tiwary', 'Washington Sundar', 'DT Christian']","['KH Pandya', 'MG Johnson', 'JJ Bumrah', 'SL Malinga', 'KV Sharma']",43.0,11,99,87,125
1282,17,1,2019,13,0,"['V Kohli', 'PA Patel', 'MM Ali', 'AB de Villiers', 'SO Hetmyer', 'S Dube', 'C de Grandhomme', 'NA Saini', 'YS Chahal', 'UT Yadav', 'Mohammed Siraj']","['DL Chahar', 'Harbhajan Singh', 'SK Raina', 'Imran Tahir', 'RA Jadeja', 'DJ Bravo']",35.0,134,92,48,75
1283,17,2,2019,0,13,"['SR Watson', 'AT Rayudu', 'SK Raina', 'KM Jadhav', 'RA Jadeja']","['YS Chahal', 'NA Saini', 'MM Ali', 'UT Yadav', 'Mohammed Siraj', 'S Dube']",17.0,122,9,193,142
1284,8,1,2019,14,7,"['DA Warner', 'JM Bairstow', 'V Shankar', 'YK Pathan', 'MK Pandey']","['M Prasidh Krishna', 'PP Chawla', 'LH Ferguson', 'SP Narine', 'Kuldeep Yadav', 'AD Russell', 'N Rana']",58.0,26,54,101,154
1285,8,2,2019,7,14,"['CA Lynn', 'N Rana', 'RV Uthappa', 'KD Karthik', 'AD Russell', 'Shubman Gill']","['B Kumar', 'Shakib Al Hasan', 'Sandeep Sharma', 'S Kaul', 'Rashid Khan']",47.0,22,88,27,195
1286,40,1,2019,2,8,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'CA Ingram', 'RR Pant', 'KMA Paul', 'AR Patel', 'R Tewatia']","['Rasikh Salam', 'MJ McClenaghan', 'JJ Bumrah', 'HH Pandya', 'KH Pandya', 'BCJ Cutting']",47.0,91,113,144,127
1287,40,2,2019,8,2,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'KA Pollard', 'Yuvraj Singh', 'HH Pandya', 'KH Pandya', 'BCJ Cutting', 'MJ McClenaghan', 'Rasikh Salam']","['TA Boult', 'I Sharma', 'K Rabada', 'R Tewatia', 'KMA Paul', 'AR Patel']",48.0,99,95,178,77
1288,32,1,2019,5,10,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'SN Khan', 'N Pooran', 'Mandeep Singh']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes', 'JD Unadkat', 'S Gopal']",35.0,56,74,53,99
1289,32,2,2019,10,5,"['AM Rahane', 'JC Buttler', 'SV Samson', 'SPD Smith', 'RA Tripathi', 'BA Stokes', 'K Gowtham', 'JC Archer', 'JD Unadkat', 'S Gopal', 'DS Kulkarni']","['SM Curran', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'R Ashwin', 'AS Rajpoot']",64.0,11,50,162,140
1290,0,1,2019,2,0,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'KMA Paul', 'AR Patel', 'R Tewatia']","['DL Chahar', 'SN Thakur', 'Harbhajan Singh', 'RA Jadeja', 'Imran Tahir', 'DJ Bravo']",45.0,91,113,48,189
1291,0,2,2019,0,2,"['SR Watson', 'AT Rayudu', 'SK Raina', 'KM Jadhav', 'MS Dhoni', 'DJ Bravo']","['I Sharma', 'AR Patel', 'K Rabada', 'A Mishra', 'R Tewatia', 'KMA Paul']",62.0,122,9,65,22
1292,8,1,2019,7,5,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana', 'AD Russell', 'KD Karthik']","['Mohammed Shami', 'CV Varun', 'GC Viljoen', 'AJ Tye', 'R Ashwin', 'Mandeep Singh']",54.0,22,125,115,53
1293,8,2,2019,5,7,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan', 'DA Miller', 'Mandeep Singh']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell', 'Kuldeep Yadav', 'SP Narine', 'PP Chawla']",53.0,56,21,101,116
1294,16,1,2019,8,13,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Yuvraj Singh', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'MJ McClenaghan', 'M Markande', 'JJ Bumrah']","['UT Yadav', 'NA Saini', 'Mohammed Siraj', 'YS Chahal', 'C de Grandhomme', 'MM Ali']",52.0,92,103,183,142
1295,16,2,2019,13,8,"['PA Patel', 'MM Ali', 'V Kohli', 'AB de Villiers', 'SO Hetmyer', 'C de Grandhomme', 'S Dube']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'HH Pandya', 'KH Pandya', 'M Markande']",60.0,87,83,108,184
1296,28,1,2019,10,14,"['AM Rahane', 'JC Buttler', 'SV Samson', 'BA Stokes']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'S Kaul', 'S Nadeem', 'V Shankar']",36.0,11,50,27,194
1297,28,2,2019,14,10,"['DA Warner', 'JM Bairstow', 'KS Williamson', 'V Shankar', 'MK Pandey', 'Rashid Khan', 'YK Pathan']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes', 'S Gopal', 'JD Unadkat']",70.0,26,54,53,99
1298,25,1,2019,8,5,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Yuvraj Singh', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'MJ McClenaghan']","['R Ashwin', 'Mohammed Shami', 'GC Viljoen', 'AJ Tye', 'M Ashwin']",62.0,99,95,132,137
1299,25,2,2019,5,8,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'HH Pandya', 'KH Pandya', 'M Markande']",38.0,56,21,108,184
1300,0,1,2019,7,2,"['NS Naik', 'CA Lynn', 'RV Uthappa', 'N Rana', 'KD Karthik', 'Shubman Gill', 'AD Russell', 'PP Chawla', 'Kuldeep Yadav']","['K Rabada', 'S Lamichhane', 'CH Morris', 'HV Patel', 'A Mishra']",37.0,83,19,84,175
1301,0,2,2019,2,7,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram', 'GH Vihari']","['M Prasidh Krishna', 'LH Ferguson', 'PP Chawla', 'AD Russell', 'Kuldeep Yadav', 'N Rana']",46.0,91,113,101,116
1304,28,1,2019,14,13,"['JM Bairstow', 'DA Warner', 'V Shankar', 'YK Pathan']","['MM Ali', 'UT Yadav', 'YS Chahal', 'Mohammed Siraj', 'P Ray Barman', 'C de Grandhomme']",59.0,51,25,109,206
1305,28,2,2019,13,14,"['PA Patel', 'SO Hetmyer', 'V Kohli', 'AB de Villiers', 'MM Ali', 'S Dube', 'C de Grandhomme', 'P Ray Barman', 'UT Yadav', 'Mohammed Siraj', 'YS Chahal']","['B Kumar', 'Mohammad Nabi', 'Sandeep Sharma', 'S Kaul', 'Rashid Khan', 'V Shankar']",34.0,87,122,27,136
1306,17,1,2019,0,10,"['AT Rayudu', 'SR Watson', 'SK Raina', 'KM Jadhav', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja']","['DS Kulkarni', 'JC Archer', 'BA Stokes', 'S Gopal', 'K Gowtham', 'JD Unadkat']",29.0,13,128,53,85
1307,17,2,2019,10,0,"['AM Rahane', 'SV Samson', 'JC Buttler', 'RA Tripathi', 'SPD Smith', 'BA Stokes', 'K Gowtham', 'JC Archer', 'S Gopal']","['DL Chahar', 'SN Thakur', 'MJ Santner', 'RA Jadeja', 'Imran Tahir', 'DJ Bravo']",48.0,11,132,48,189
1308,25,1,2019,5,2,"['KL Rahul', 'MA Agarwal', 'SM Curran', 'SN Khan', 'DA Miller', 'Mandeep Singh', 'GC Viljoen', 'R Ashwin', 'M Ashwin', 'Mohammed Shami']","['K Rabada', 'CH Morris', 'Avesh Khan', 'S Lamichhane', 'HV Patel', 'GH Vihari']",54.0,56,74,84,46
1309,25,2,2019,2,5,"['PP Shaw', 'SS Iyer', 'S Dhawan', 'RR Pant', 'CA Ingram', 'CH Morris', 'GH Vihari', 'HV Patel', 'Avesh Khan', 'K Rabada', 'S Lamichhane']","['R Ashwin', 'SM Curran', 'Mohammed Shami', 'GC Viljoen', 'Mujeeb Ur Rahman', 'M Ashwin']",54.0,91,129,132,185
1310,32,1,2019,13,10,"['V Kohli', 'PA Patel', 'AB de Villiers', 'SO Hetmyer', 'MP Stoinis', 'MM Ali']","['K Gowtham', 'DS Kulkarni', 'JC Archer', 'S Gopal', 'VR Aaron', 'STR Binny', 'BA Stokes']",51.0,134,92,83,65
1311,32,2,2019,10,13,"['AM Rahane', 'JC Buttler', 'SPD Smith', 'RA Tripathi', 'BA Stokes']","['UT Yadav', 'NA Saini', 'Mohammed Siraj', 'YS Chahal', 'MP Stoinis', 'MM Ali']",61.0,11,50,183,142
1312,40,1,2019,8,0,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Yuvraj Singh', 'KH Pandya', 'HH Pandya', 'KA Pollard']","['DL Chahar', 'SN Thakur', 'MM Sharma', 'Imran Tahir', 'RA Jadeja', 'DJ Bravo']",42.0,92,103,48,189
1313,40,2,2019,0,8,"['SR Watson', 'AT Rayudu', 'SK Raina', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'SN Thakur', 'MM Sharma']","['JP Behrendorff', 'SL Malinga', 'HH Pandya', 'JJ Bumrah', 'RD Chahar', 'KH Pandya']",36.0,122,9,80,184
1314,0,1,2019,2,14,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'R Tewatia', 'CA Ingram', 'CH Morris', 'AR Patel', 'K Rabada']","['B Kumar', 'Mohammad Nabi', 'S Kaul', 'Rashid Khan', 'Sandeep Sharma']",37.0,91,113,27,136
1315,0,2,2019,14,2,"['DA Warner', 'JM Bairstow', 'V Shankar', 'MK Pandey', 'DJ Hooda', 'YK Pathan', 'Mohammad Nabi']","['S Lamichhane', 'AR Patel', 'CH Morris', 'K Rabada', 'R Tewatia', 'I Sharma']",71.0,26,54,149,22
1316,16,1,2019,13,7,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MP Stoinis', 'MM Ali']","['M Prasidh Krishna', 'PP Chawla', 'SP Narine', 'LH Ferguson', 'Kuldeep Yadav', 'N Rana', 'AD Russell']",53.0,87,141,101,154
1317,16,2,2019,7,13,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana', 'KD Karthik', 'AD Russell', 'Shubman Gill']","['TG Southee', 'NA Saini', 'YS Chahal', 'Mohammed Siraj', 'P Negi', 'MP Stoinis']",66.0,22,125,179,142
1318,17,1,2019,0,5,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'MS Dhoni']","['Mohammed Shami', 'R Ashwin', 'SM Curran', 'AJ Tye', 'M Ashwin']",55.0,122,34,115,158
1319,17,2,2019,5,0,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan', 'DA Miller', 'Mandeep Singh', 'SM Curran']","['DL Chahar', 'Harbhajan Singh', 'SC Kuggeleijn', 'RA Jadeja', 'Imran Tahir']",47.0,56,21,48,75
1320,28,1,2019,8,14,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'RD Chahar']","['B Kumar', 'Sandeep Sharma', 'Mohammad Nabi', 'YK Pathan', 'S Kaul', 'Rashid Khan']",30.0,99,95,27,194
1321,28,2,2019,14,8,"['DA Warner', 'JM Bairstow', 'V Shankar', 'MK Pandey', 'DJ Hooda', 'YK Pathan', 'Mohammad Nabi', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'S Kaul']","['JP Behrendorff', 'JJ Bumrah', 'RD Chahar', 'AS Joseph', 'KH Pandya', 'HH Pandya']",41.0,26,54,80,90
1322,16,1,2019,13,2,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MP Stoinis', 'MM Ali', 'AD Nath', 'TG Southee', 'P Negi', 'Mohammed Siraj', 'YS Chahal']","['I Sharma', 'CH Morris', 'K Rabada', 'AR Patel', 'S Lamichhane']",43.0,87,141,65,46
1323,16,2,2019,2,13,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'CA Ingram', 'RR Pant', 'CH Morris', 'R Tewatia', 'AR Patel']","['TG Southee', 'NA Saini', 'YS Chahal', 'P Negi', 'Mohammed Siraj', 'MM Ali']",60.0,91,113,179,142
1324,32,1,2019,10,7,"['AM Rahane', 'SPD Smith', 'JC Buttler', 'RA Tripathi', 'BA Stokes']","['PP Chawla', 'M Prasidh Krishna', 'SP Narine', 'Kuldeep Yadav', 'HF Gurney']",28.0,11,126,129,119
1325,32,2,2019,7,10,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'Shubman Gill']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'S Gopal', 'S Midhun', 'BA Stokes']",67.0,22,125,53,99
1326,25,1,2019,14,5,"['DA Warner', 'JM Bairstow', 'V Shankar', 'Mohammad Nabi', 'MK Pandey', 'DJ Hooda']","['AS Rajpoot', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'R Ashwin', 'SM Curran']",35.0,26,54,22,140
1327,25,2,2019,5,14,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'Mandeep Singh', 'SM Curran']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'Mohammad Nabi', 'S Kaul']",38.0,56,21,27,194
1328,17,1,2019,7,0,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana', 'KD Karthik', 'Shubman Gill', 'AD Russell', 'PP Chawla', 'Kuldeep Yadav', 'M Prasidh Krishna', 'HF Gurney']","['DL Chahar', 'Harbhajan Singh', 'RA Jadeja', 'SC Kuggeleijn', 'Imran Tahir']",31.0,22,125,48,75
1329,17,2,2019,0,7,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav']","['PP Chawla', 'M Prasidh Krishna', 'SP Narine', 'Kuldeep Yadav', 'HF Gurney']",42.0,122,34,129,119
1330,40,1,2019,5,8,"['KL Rahul', 'CH Gayle', 'DA Miller', 'KK Nair', 'SM Curran', 'Mandeep Singh']","['JP Behrendorff', 'JJ Bumrah', 'AS Joseph', 'RD Chahar', 'HH Pandya', 'KH Pandya']",50.0,56,21,80,90
1331,40,2,2019,8,5,"['Q de Kock', 'SD Lad', 'SA Yadav', 'KA Pollard', 'Ishan Kishan', 'HH Pandya', 'KH Pandya', 'AS Joseph', 'RD Chahar']","['AS Rajpoot', 'Mohammed Shami', 'GC Viljoen', 'R Ashwin', 'SM Curran']",50.0,92,118,22,137
1332,32,1,2019,10,0,"['AM Rahane', 'JC Buttler', 'SV Samson', 'SPD Smith', 'RA Tripathi', 'BA Stokes', 'R Parag', 'JC Archer', 'S Gopal']","['DL Chahar', 'MJ Santner', 'SN Thakur', 'RA Jadeja', 'Imran Tahir']",60.0,11,50,48,128
1333,32,2,2019,0,10,"['SR Watson', 'SK Raina', 'F du Plessis', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'MJ Santner']","['DS Kulkarni', 'JD Unadkat', 'JC Archer', 'R Parag', 'S Gopal', 'BA Stokes']",24.0,122,120,53,86
1334,8,1,2019,7,2,"['JL Denly', 'RV Uthappa', 'Shubman Gill', 'N Rana', 'AD Russell', 'KD Karthik', 'CR Brathwaite', 'PP Chawla', 'Kuldeep Yadav']","['I Sharma', 'CH Morris', 'K Rabada', 'AR Patel', 'KMA Paul']",42.0,50,109,65,46
1335,8,2,2019,2,7,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'CA Ingram']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell', 'Kuldeep Yadav', 'PP Chawla', 'CR Brathwaite', 'N Rana']",57.0,91,113,101,116
1336,40,1,2019,8,10,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'KA Pollard', 'HH Pandya', 'Ishan Kishan']","['K Gowtham', 'DS Kulkarni', 'JC Archer', 'JD Unadkat', 'S Gopal', 'LS Livingstone']",57.0,99,95,83,65
1337,40,2,2019,10,8,"['AM Rahane', 'JC Buttler', 'SV Samson', 'SPD Smith', 'RA Tripathi', 'LS Livingstone', 'K Gowtham', 'S Gopal']","['JP Behrendorff', 'AS Joseph', 'RD Chahar', 'JJ Bumrah', 'KH Pandya', 'HH Pandya']",60.0,11,50,80,23
1338,25,1,2019,5,13,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan', 'SM Curran', 'Mandeep Singh']","['UT Yadav', 'NA Saini', 'Mohammed Siraj', 'YS Chahal', 'MM Ali']",60.0,56,21,183,142
1339,25,2,2019,13,5,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MP Stoinis']","['SM Curran', 'Mohammed Shami', 'R Ashwin', 'M Ashwin', 'AJ Tye', 'SN Khan']",63.0,87,141,162,137
1340,8,1,2019,7,0,"['CA Lynn', 'SP Narine', 'N Rana', 'RV Uthappa', 'KD Karthik', 'AD Russell', 'Shubman Gill', 'PP Chawla']","['DL Chahar', 'SN Thakur', 'MJ Santner', 'RA Jadeja', 'Imran Tahir']",53.0,22,125,48,189
1341,8,2,2019,0,7,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja']","['M Prasidh Krishna', 'HF Gurney', 'AD Russell', 'SP Narine', 'Kuldeep Yadav', 'PP Chawla']",44.0,122,34,101,72
1342,28,1,2019,2,14,"['PP Shaw', 'S Dhawan', 'C Munro', 'SS Iyer', 'RR Pant', 'CH Morris', 'AR Patel', 'KMA Paul', 'K Rabada']","['B Kumar', 'KK Ahmed', 'Sandeep Sharma', 'DJ Hooda', 'Abhishek Sharma', 'V Shankar', 'Rashid Khan']",53.0,91,113,27,106
1343,28,2,2019,14,2,"['DA Warner', 'JM Bairstow', 'KS Williamson', 'RK Bhui', 'V Shankar', 'Abhishek Sharma', 'DJ Hooda', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'KK Ahmed']","['I Sharma', 'K Rabada', 'CH Morris', 'AR Patel', 'KMA Paul', 'A Mishra']",41.0,26,54,65,100
1344,40,1,2019,13,8,"['PA Patel', 'V Kohli', 'AB de Villiers', 'MM Ali', 'MP Stoinis', 'AD Nath', 'P Negi', 'UT Yadav']","['JP Behrendorff', 'SL Malinga', 'JJ Bumrah', 'HH Pandya', 'RD Chahar', 'KH Pandya']",50.0,87,141,80,184
1345,40,2,2019,8,13,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya']","['UT Yadav', 'NA Saini', 'Mohammed Siraj', 'YS Chahal', 'P Negi', 'MM Ali']",69.0,92,103,183,142
1346,25,1,2019,5,10,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'N Pooran', 'Mandeep Singh', 'R Ashwin', 'Mujeeb Ur Rahman']","['DS Kulkarni', 'JD Unadkat', 'JC Archer', 'IS Sodhi', 'S Gopal']",43.0,56,21,53,86
1347,25,2,2019,10,5,"['RA Tripathi', 'JC Buttler', 'SV Samson', 'AM Rahane', 'AJ Turner', 'JC Archer', 'STR Binny', 'S Gopal']","['Arshdeep Singh', 'Mujeeb Ur Rahman', 'M Ashwin', 'R Ashwin', 'Mohammed Shami', 'Mandeep Singh']",62.0,96,50,24,140
1348,28,1,2019,0,14,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'SW Billings', 'RA Jadeja']","['B Kumar', 'KK Ahmed', 'Sandeep Sharma', 'S Nadeem', 'Rashid Khan', 'V Shankar']",44.0,122,34,27,106
1349,28,2,2019,14,0,"['DA Warner', 'JM Bairstow', 'KS Williamson', 'V Shankar', 'DJ Hooda']","['DL Chahar', 'SN Thakur', 'Imran Tahir', 'RA Jadeja', 'KV Sharma']",69.0,26,54,48,189
1350,40,1,2018,8,0,"['RG Sharma', 'E Lewis', 'Ishan Kishan', 'SA Yadav', 'HH Pandya', 'KH Pandya']","['DL Chahar', 'SR Watson', 'Harbhajan Singh', 'RA Jadeja', 'MA Wood', 'Imran Tahir', 'DJ Bravo']",40.0,99,32,48,191
1351,40,2,2018,0,8,"['SR Watson', 'AT Rayudu', 'SK Raina', 'MS Dhoni', 'KM Jadhav', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'Harbhajan Singh', 'MA Wood', 'Imran Tahir']","['MJ McClenaghan', 'Mustafizur Rahman', 'JJ Bumrah', 'HH Pandya', 'M Markande']",42.0,122,9,108,141
1352,25,1,2018,3,5,"['C Munro', 'G Gambhir', 'SS Iyer', 'V Shankar', 'RR Pant', 'R Tewatia', 'CH Morris', 'DT Christian']","['R Ashwin', 'MM Sharma', 'Mujeeb Ur Rahman', 'AR Patel', 'AJ Tye', 'MP Stoinis']",48.0,21,36,132,130
1353,25,2,2018,5,3,"['KL Rahul', 'MA Agarwal', 'Yuvraj Singh', 'KK Nair', 'DA Miller', 'MP Stoinis']","['TA Boult', 'Mohammed Shami', 'A Mishra', 'CH Morris', 'DT Christian', 'R Tewatia']",73.0,56,74,178,137
1354,8,1,2018,13,7,"['BB McCullum', 'Q de Kock', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'SN Khan', 'CR Woakes']","['R Vinay Kumar', 'PP Chawla', 'Kuldeep Yadav', 'SP Narine', 'MG Johnson', 'AD Russell', 'N Rana']",57.0,17,95,136,154
1355,8,2,2018,7,13,"['SP Narine', 'CA Lynn', 'RV Uthappa', 'N Rana', 'KD Karthik', 'RK Singh', 'AD Russell', 'R Vinay Kumar']","['YS Chahal', 'CR Woakes', 'Washington Sundar', 'UT Yadav', 'K Khejroliya']",71.0,120,19,193,51
1356,28,1,2018,10,14,"['AM Rahane', 'DJM Short', 'SV Samson', 'BA Stokes', 'RA Tripathi', 'JC Buttler', 'K Gowtham', 'S Gopal', 'DS Kulkarni', 'JD Unadkat', 'B Laughlin']","['B Kumar', 'B Stanlake', 'Shakib Al Hasan', 'S Kaul', 'Rashid Khan']",51.0,11,29,27,34
1357,28,2,2018,14,10,"['WP Saha', 'S Dhawan', 'KS Williamson']","['DS Kulkarni', 'JD Unadkat', 'K Gowtham', 'B Laughlin', 'S Gopal', 'BA Stokes', 'DJM Short']",60.0,138,113,53,86
1358,17,1,2018,7,0,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana', 'KD Karthik', 'RK Singh', 'AD Russell', 'TK Curran']","['DL Chahar', 'Harbhajan Singh', 'SR Watson', 'RA Jadeja', 'Imran Tahir', 'SN Thakur', 'DJ Bravo']",65.0,22,125,48,75
1359,17,2,2018,0,7,"['SR Watson', 'AT Rayudu', 'SK Raina', 'MS Dhoni', 'SW Billings', 'RA Jadeja', 'DJ Bravo']","['R Vinay Kumar', 'PP Chawla', 'AD Russell', 'TK Curran', 'SP Narine', 'Kuldeep Yadav']",75.0,122,9,136,154
1360,32,1,2018,10,3,"['AM Rahane', 'DJM Short', 'BA Stokes', 'SV Samson', 'JC Buttler', 'RA Tripathi', 'K Gowtham']","['TA Boult', 'S Nadeem', 'CH Morris', 'Mohammed Shami', 'R Tewatia']",51.0,11,29,178,176
1361,32,2,2018,3,10,"['GJ Maxwell', 'RR Pant', 'CH Morris', 'V Shankar']","['K Gowtham', 'DS Kulkarni', 'JD Unadkat', 'B Laughlin']",63.0,40,105,83,65
1362,28,1,2018,8,14,"['RG Sharma', 'E Lewis', 'Ishan Kishan', 'SA Yadav', 'KH Pandya', 'KA Pollard', 'BCJ Cutting', 'PJ Sangwan', 'JJ Bumrah', 'M Markande']","['Sandeep Sharma', 'B Stanlake', 'Rashid Khan', 'S Kaul', 'Shakib Al Hasan']",59.0,99,32,171,34
1363,28,2,2018,14,8,"['WP Saha', 'S Dhawan', 'KS Williamson', 'MK Pandey', 'Shakib Al Hasan', 'DJ Hooda', 'YK Pathan', 'Rashid Khan', 'S Kaul', 'Sandeep Sharma', 'B Stanlake']","['PJ Sangwan', 'JJ Bumrah', 'BCJ Cutting', 'KH Pandya', 'M Markande', 'Mustafizur Rahman']",57.0,138,113,128,90
